workerid,block_number,predicate,crit_noun,noun,class,other_noun,wrongs,nounclass,speaker_order,qud,response_other,response,block,slide_number
144,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",14
144,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.06,"""priors""",15
145,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.8,0.95,"""cover_stories""",3
145,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.82,0.84,"""cover_stories""",4
145,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""who""",0.66,0.98,"""cover_stories""",5
145,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""who""",0.54,0.88,"""cover_stories""",6
145,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.91,"""priors""",8
145,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",9
145,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.38,"""priors""",10
145,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.89,"""priors""",11
145,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",12
145,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.03,"""priors""",13
145,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",14
145,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",15
146,"""1""","""rational""","""men""",NA,NA,"""women""",1,"""gender""","""male/female""","""who""",0.19,0.69,"""cover_stories""",3
146,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.72,0.63,"""cover_stories""",4
146,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",1,"""age""","""female/male""","""who""",0.83,0.77,"""cover_stories""",5
146,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.72,0.81,"""cover_stories""",6
146,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.34,"""priors""",8
146,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",9
146,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",10
146,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.92,"""priors""",11
146,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",12
146,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",13
146,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",14
146,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",15
147,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""who""",0.5,0.97,"""cover_stories""",3
147,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""who""",0.4,0.93,"""cover_stories""",4
147,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",1,"""age""","""male/female""","""are""",0.38,0.92,"""cover_stories""",5
147,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""are""",0.35,0.98,"""cover_stories""",6
147,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.62,"""priors""",8
147,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",9
147,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",10
147,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.22,"""priors""",11
147,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.81,"""priors""",12
147,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.36,"""priors""",13
147,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.38,"""priors""",14
147,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",15
148,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.49,0.5,"""cover_stories""",3
148,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.54,0.51,"""cover_stories""",4
148,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.53,0.51,"""cover_stories""",5
148,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""who""",0.51,0.48,"""cover_stories""",6
148,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",8
148,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",9
148,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",10
148,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",11
148,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",12
148,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",13
148,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",14
148,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.55,"""priors""",15
149,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0.44,0.81,"""cover_stories""",3
149,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""are""",0.4,0.65,"""cover_stories""",4
149,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""who""",0.36,0.55,"""cover_stories""",5
149,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""who""",0.25,0.5,"""cover_stories""",6
149,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",8
149,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",9
149,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",10
149,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",11
149,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",12
149,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",13
149,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",14
149,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",15
150,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""who""",0.51,1,"""cover_stories""",3
150,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""are""",0.49,1,"""cover_stories""",4
150,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""who""",0.51,1,"""cover_stories""",5
150,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""are""",0.49,1,"""cover_stories""",6
150,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.43,"""priors""",8
150,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.17,"""priors""",9
150,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.31,"""priors""",10
150,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.17,"""priors""",11
150,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",12
150,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.4,"""priors""",13
150,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.32,"""priors""",14
150,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",15
151,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""are""",0.52,0.52,"""cover_stories""",3
151,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""male/female""","""who""",0.46,0.77,"""cover_stories""",4
151,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""who""",0.51,0.71,"""cover_stories""",5
151,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""are""",0.47,0.72,"""cover_stories""",6
151,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",8
151,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.17,"""priors""",9
151,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",10
151,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",11
151,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",12
151,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",13
151,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.44,"""priors""",14
151,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.37,"""priors""",15
152,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.51,0.69,"""cover_stories""",3
152,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""who""",0.5,0.74,"""cover_stories""",4
152,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.8,0.65,"""cover_stories""",5
152,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.53,0.8,"""cover_stories""",6
152,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.92,"""priors""",8
152,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",9
152,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",10
152,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.28,"""priors""",11
152,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.17,"""priors""",12
152,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",13
152,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.39,"""priors""",14
152,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.15,"""priors""",15
153,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""are""",0.52,1,"""cover_stories""",3
153,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.42,1,"""cover_stories""",4
153,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""are""",0.43,1,"""cover_stories""",5
153,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.48,1,"""cover_stories""",6
153,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",8
153,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.06,"""priors""",9
153,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",10
153,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.82,"""priors""",11
153,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.91,"""priors""",12
153,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",13
153,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",14
153,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.81,"""priors""",15
154,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""who""",0.23,0.99,"""cover_stories""",3
154,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.6,0.94,"""cover_stories""",4
154,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""are""",0.43,0.95,"""cover_stories""",5
154,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""are""",0.72,0.94,"""cover_stories""",6
154,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",8
154,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.96,"""priors""",9
154,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",10
154,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.93,"""priors""",11
154,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.42,"""priors""",12
154,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.97,"""priors""",13
154,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.97,"""priors""",14
154,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",15
155,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.47,0.78,"""cover_stories""",3
155,"""1""","""rational""","""men""",NA,NA,"""women""",1,"""gender""","""male/female""","""who""",0.3,0.7,"""cover_stories""",4
155,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0.31,0.82,"""cover_stories""",5
155,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""who""",0.4,0.66,"""cover_stories""",6
155,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.41,"""priors""",8
155,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",9
155,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",10
155,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",11
155,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",12
155,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",13
155,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.38,"""priors""",14
155,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.62,"""priors""",15
156,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""who""",0.52,0.69,"""cover_stories""",3
156,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""female/male""","""are""",0.5,0.76,"""cover_stories""",4
156,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""are""",0.46,0.72,"""cover_stories""",5
156,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""who""",0.47,0.74,"""cover_stories""",6
156,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",8
156,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.81,"""priors""",9
156,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",10
156,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.59,"""priors""",11
156,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",12
156,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",13
156,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",14
156,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",15
157,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""female/male""","""who""",0.55,0.95,"""cover_stories""",3
157,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""who""",0.21,0.75,"""cover_stories""",4
157,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.35,0.72,"""cover_stories""",5
157,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0,0.91,"""cover_stories""",6
157,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.36,"""priors""",8
157,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.9,"""priors""",9
157,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",10
157,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",11
157,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.25,"""priors""",12
157,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",13
157,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",14
157,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.82,"""priors""",15
158,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""are""",0.52,0.52,"""cover_stories""",3
158,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""who""",0.53,0.7,"""cover_stories""",4
158,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.51,0.76,"""cover_stories""",5
158,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""who""",0.49,0.8,"""cover_stories""",6
158,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",8
158,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",9
158,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.6,"""priors""",10
158,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",11
158,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.26,"""priors""",12
158,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.3,"""priors""",13
158,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",14
158,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",15
159,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""female/male""","""who""",0.55,0.94,"""cover_stories""",3
